iter	Logloss
185	0.3989241168
186	0.3988921279
187	0.3986761189
188	0.3986421163
189	0.3985801605
190	0.3984217407
191	0.398390112
192	0.3983645177
193	0.3983329799
194	0.398246744
195	0.3982105624
196	0.3981732562
197	0.398142626
198	0.3981096533
199	0.3980133428
200	0.3978302425
201	0.3976978827
202	0.3976733328
203	0.3976396659
204	0.3976070808
205	0.3975755944
206	0.3975496999
207	0.3974665562
208	0.397343567
209	0.3973171765
210	0.3972794425
211	0.3972389864
212	0.3972161706
213	0.39717917
214	0.3971143651
215	0.3970872006
216	0.3970513706
217	0.3969515447
218	0.3969199568
219	0.3968752786
220	0.3968478887
221	0.3968179529
222	0.3967864975
223	0.3967380625
224	0.3966793886
225	0.3966623151
226	0.396626591
227	0.3965904559
228	0.3965522772
229	0.3965099009
230	0.3964735029
231	0.396427968
232	0.3964125465
233	0.396390663
234	0.3963005776
235	0.3962776389
236	0.3962401579
237	0.3962028516
238	0.3961762889
239	0.396152483
240	0.3961045047
241	0.3960793748
242	0.3958573525
243	0.3958238388
244	0.3957555023
245	0.3957292871
246	0.3957066906
247	0.3956711507
248	0.3955796225
249	0.395541274
250	0.3955109671
251	0.3954734017
252	0.3954020748
253	0.3953807041
254	0.3953506164
255	0.3952931787
256	0.3952502707
257	0.3952282134
258	0.3951912568
259	0.3951598845
260	0.3951169523
261	0.3949900719
262	0.3949563164
263	0.3948929516
264	0.3948656093
265	0.3948368244
266	0.3947855435
267	0.3947401257
268	0.3947145465
269	0.3946833467
270	0.3946595588
271	0.3946387597
272	0.3946011461
273	0.3945685622
274	0.3945442862
275	0.3944490688
276	0.3943849897
277	0.3943568665
278	0.3943230781
279	0.394294913
280	0.3942616635
281	0.394220859
282	0.3941982814
283	0.3941660861
284	0.3941391348
285	0.3941123209
286	0.3940711551
287	0.3940392814
288	0.3940059589
289	0.3939750125
290	0.3937500376
291	0.3937252106
292	0.3936815751
293	0.3936534114
294	0.3936233825
295	0.3935908237
296	0.3935480449
297	0.3935082685
298	0.3934738803
299	0.3934433312
300	0.393409333
301	0.3933875259
302	0.3933636905
303	0.3933191223
304	0.3932886176
305	0.3932713242
306	0.3932470133
307	0.3932191528
308	0.3931996952
309	0.3931360508
310	0.3929117947
311	0.3928674702
312	0.392839039
313	0.3928147742
314	0.3927815791
315	0.3927516967
316	0.3927095366
317	0.3926220937
318	0.392599009
319	0.3925652108
320	0.3925326396
321	0.3925019612
322	0.3924436579
323	0.3924084737
324	0.392383003
325	0.3923567449
326	0.3922247794
327	0.3922001222
328	0.3921735483
329	0.3921446437
330	0.3920926553
331	0.3920582924
332	0.3919602854
333	0.3919254045
334	0.3918965411
335	0.3918702917
336	0.3918306867
337	0.3917982363
338	0.3917664962
339	0.391657412
340	0.3916261725
341	0.3915904219
342	0.3915520294
343	0.391519357
344	0.3914121848
345	0.3913847151
346	0.3913569383
347	0.3913319372
348	0.3912917684
349	0.3912506479
350	0.3909857892
351	0.390954806
352	0.3909246992
353	0.3908960424
354	0.3908592884
355	0.3908277402
356	0.3907984053
357	0.3907511067
358	0.3907258012
359	0.3906882742
360	0.3906460685
361	0.3906142289
362	0.3905874043
363	0.3905599618
364	0.3905326335
365	0.3904977093
366	0.3904614395
367	0.390435916
368	0.3904047164
369	0.390378589
370	0.3903405017
371	0.3903082644
372	0.3902797104
373	0.3902508475
374	0.3902204295
375	0.3901861405
376	0.3901523839
377	0.390112738
378	0.3900782442
379	0.3900354323
380	0.3899988617
381	0.3899727299
382	0.3898474434
383	0.3898141556
384	0.3897794881
385	0.3897330354
386	0.3896982384
387	0.3896660432
388	0.3896328518
389	0.3896046863
390	0.3895693265
391	0.3895279433
392	0.3894945341
393	0.3894527613
394	0.3892161192
395	0.38917023
396	0.3891323592
397	0.38908528
398	0.3890459317
399	0.389006587
400	0.3889783342
401	0.3889285043
402	0.3888955308
403	0.3888492052
404	0.3888055914
405	0.3887618292
406	0.3887188441
407	0.3886788466
408	0.3886378541
409	0.3885938278
410	0.3885577776
411	0.388520284
412	0.3884855229
413	0.3884336126
414	0.3883896573
415	0.3883530873
416	0.3883189415
417	0.3881718183
418	0.3881361131
419	0.3880962498
420	0.3880600222
421	0.3880171652
422	0.3879688517
423	0.3879290294
424	0.3878810181
425	0.3878327921
426	0.3877774117
427	0.387739365
428	0.387691484
429	0.3876508827
430	0.3876137888
431	0.387561922
432	0.3875091452
433	0.3874612633
434	0.3874168926
435	0.3873716526
436	0.3873298794
437	0.3872931293
438	0.3871675585
439	0.3871227527
440	0.387077946
441	0.3870312351
442	0.3869809275
443	0.3869346953
444	0.3868883286
445	0.3868397545
446	0.3867913972
447	0.3867403511
448	0.386689438
449	0.3866412523
450	0.3865963621
451	0.3865468765
452	0.3864996443
453	0.386450073
454	0.3864001541
455	0.3863514507
456	0.3862957247
457	0.3862388722
458	0.3861874818
459	0.3861404205
460	0.386091457
461	0.386043447
462	0.3859946551
463	0.3859449947
464	0.3858945571
465	0.3858438585
466	0.3858004406
467	0.3857479238
468	0.3856983522
469	0.3856465242
470	0.3855983393
471	0.3855501543
472	0.3855004957
473	0.3854495806
474	0.385400789
475	0.385355246
476	0.3853047202
477	0.3852564487
478	0.3852067492
479	0.3851599037
480	0.3851120243
481	0.3850677814
482	0.38501834
483	0.3849669889
484	0.3849191097
485	0.3848664608
486	0.384818621
487	0.384771695
488	0.3847206035
489	0.3846706007
490	0.3846241478
491	0.3845727564
492	0.3845231399
493	0.3844664636
494	0.3844189282
495	0.3843709171
496	0.3843225574
497	0.3842744591
498	0.3842288731
499	0.384181642
500	0.3841331081
501	0.3840829755
502	0.3840326657
503	0.3839833095
504	0.3839352551
505	0.3838882824
506	0.3838407472
507	0.3837931678
508	0.383746847
509	0.3836990094
510	0.3836498699
511	0.3836028992
512	0.3835535876
513	0.3834295006
514	0.3833809678
515	0.3833318726
516	0.3832858514
517	0.3832394007
518	0.3831912593
519	0.38314459
520	0.3830989193
521	0.3830531582
522	0.3830069666
523	0.3829559215
524	0.3829015814
525	0.3828540906
526	0.3828088062
527	0.3827625721
528	0.3827162946
529	0.3826697987
530	0.3826236485
531	0.3825739483
532	0.3825276257
533	0.3824817798
534	0.3824361958
535	0.382369283
536	0.3823231788
537	0.3822776813
538	0.3822261592
539	0.3821811808
540	0.382136763
541	0.3820915256
542	0.3820469815
543	0.3820019137
544	0.381957023
545	0.3819136905
546	0.3818694498
547	0.3818229542
548	0.3817781463
549	0.3817336023
550	0.3816895783
551	0.3816240535
552	0.3815800275
553	0.3815360882
554	0.3814922356
555	0.3813077413
556	0.3812637606
557	0.3812198655
558	0.381176401
559	0.381133157
560	0.381090043
561	0.3810465351
562	0.3810034644
563	0.3809604785
564	0.3809177102
565	0.3808747677
566	0.3808322152
567	0.3807893611
568	0.3807467635
569	0.3807044728
570	0.3806620502
571	0.3806199754
572	0.380577941
573	0.3805355636
574	0.3804931411
575	0.3804511972
576	0.3804093794
577	0.3803676955
578	0.380325663
579	0.3802836314
580	0.380241857
581	0.3801795406
582	0.3801375513
583	0.380095953
584	0.3800550037
585	0.379910424
586	0.3798689546
587	0.3798274436
588	0.3797859742
589	0.3797445057
590	0.3797032529
591	0.3796620887
592	0.3796212711
593	0.3795798884
594	0.3795245512
595	0.3794836903
596	0.3794426531
597	0.3794022255
598	0.379361536
599	0.3793208917
600	0.3792800289
601	0.3792395579
602	0.3791991284
603	0.3791586132
604	0.3791183138
605	0.3790777561
606	0.3790374567
607	0.3789970725
608	0.3789569463
609	0.3789163878
610	0.3788763916
611	0.378836224
612	0.3787960998
613	0.378756017
614	0.3787161095
615	0.3786763713
616	0.3786365936
617	0.3785967687
618	0.3785572492
619	0.3785176024
620	0.3784781695
621	0.3784386086
622	0.3783991757
623	0.3783599181
624	0.3783207886
625	0.3782814866
626	0.3782287928
627	0.3781897055
628	0.3781502725
629	0.37811106
630	0.3780717548
631	0.3780324948
632	0.3779933236
633	0.377954324
634	0.3778006859
635	0.3777616031
636	0.37772282
637	0.3776837355
638	0.3776449091
639	0.3776060412
640	0.377567259
641	0.377528519
642	0.3774900826
643	0.3774277697
644	0.3773890721
645	0.3773505074
646	0.3773119428
647	0.3772736362
648	0.3772349868
649	0.3771967669
650	0.3771582013
651	0.3771198948
652	0.377081592
653	0.3770432855
654	0.3770051975
655	0.3769670211
656	0.3769287173
657	0.3768907576
658	0.3768526262
659	0.3768144498
660	0.3767767104
661	0.3767387505
662	0.3767007917
663	0.3766445444
664	0.3766066297
665	0.3765688853
666	0.3765311419
667	0.3764932272
668	0.3764555291
669	0.3764181343
670	0.3763390653
671	0.376301452
672	0.3762638838
673	0.3762264023
674	0.3761888793
675	0.3761515702
676	0.3761139154
677	0.3760765187
678	0.3760391672
679	0.3760015124
680	0.3759642887
681	0.3759271539
682	0.3758898888
683	0.3758528811
684	0.3758154862
685	0.3757782214
686	0.3757409998
687	0.3757040383
688	0.3756671636
689	0.3756299844
690	0.3755930644
691	0.3755562329
692	0.37551936
693	0.3754825719
694	0.3754457404
695	0.3752732809
696	0.3752364497
697	0.3750786826
698	0.3750417648
699	0.375004977
700	0.3749682325
701	0.3749315728
702	0.3748819547
703	0.3748453835
704	0.3748085927
705	0.3747722399
706	0.3747357101
707	0.3746992689
708	0.3746626975
709	0.3746259511
710	0.3745895943
711	0.3745534555
712	0.3745169689
713	0.3744808328
714	0.3744444762
715	0.3744084249
716	0.3743721981
717	0.3743359734
718	0.3742998765
719	0.374263649
720	0.3742276409
721	0.374191548
722	0.3741554081
723	0.3741196599
724	0.3740836931
725	0.374047685
726	0.3740117192
727	0.3739759693
728	0.3739401775
729	0.3739042972
730	0.3738683757
731	0.3738328875
732	0.373797096
733	0.3737485138
734	0.3737125921
735	0.3736771038
736	0.3736414421
737	0.3736057371
738	0.37357029
739	0.3735344992
740	0.3734988808
741	0.3734632624
742	0.3733886561
743	0.3733530366
744	0.3733175934
745	0.3732821483
746	0.3732467879
747	0.3732113429
748	0.3731759842
749	0.3731408402
750	0.3731055681
751	0.3730703385
752	0.3730350645
753	0.3729997944
754	0.3729646956
755	0.3729293784
756	0.3728942817
757	0.3728590098
758	0.3728238688
759	0.3727888115
760	0.3727537129
761	0.3727183995
762	0.372683299
763	0.3726485038
764	0.3726136229
765	0.372578481
766	0.372545376
767	0.3725106652
768	0.3724756553
769	0.37244086
770	0.3724060234
771	0.372371226
772	0.3723363865
773	0.3722859454
774	0.3721064126
775	0.372071618
776	0.3720369505
777	0.3720021135
778	0.3719675326
779	0.3719329556
780	0.3717265014
781	0.3716918781
782	0.3716573009
783	0.3716227652
784	0.3715878828
785	0.371553349
786	0.3715188124
787	0.3714844084
788	0.3714500024
789	0.3714154234
790	0.371381189
791	0.3713466984
792	0.3713123379
793	0.3712781066
794	0.3712437443
795	0.3712096398
796	0.3711756257
797	0.3711413501
798	0.3711072477
799	0.3710727573
800	0.3710389574
801	0.3710048137
802	0.3709707544
803	0.3709366974
804	0.3709034185
805	0.3708695307
806	0.37083556
807	0.3708015867
808	0.3707677877
809	0.3707339473
810	0.3707000614
811	0.3706664765
812	0.370632764
813	0.3705989648
814	0.3705652977
815	0.370531411
816	0.3704980023
817	0.3702862832
818	0.3702523538
819	0.3702030406
820	0.3701692864
821	0.3701357033
822	0.3701018614
823	0.3700682355
824	0.3700346979
825	0.3700012057
826	0.3699675797
827	0.369933998
828	0.3699003288
829	0.3698670533
830	0.369833557
831	0.3697999311
832	0.3697666528
833	0.3697332005
834	0.3697004837
835	0.3696671629
836	0.3696337537
837	0.3696006041
838	0.3695671986
839	0.3695339186
840	0.3695003359
841	0.3694670998
842	0.3694340821
843	0.3694008462
844	0.3693676533
845	0.3693348071
846	0.3693015315
847	0.3692683814
848	0.3692349741
849	0.3692018268
850	0.3691690243
851	0.3691358337
852	0.3691030298
853	0.3690700537
854	0.3690370778
855	0.3690043613
856	0.3689714287
857	0.3689384133
858	0.3689054808
859	0.3688724616
860	0.368840572
861	0.3688076395
862	0.3687747071
863	0.3687419065
864	0.368708975
865	0.368676259
866	0.3686434151
867	0.3686108293
868	0.368578157
869	0.3685452265
870	0.3685126404
871	0.3684800543
872	0.3684475539
873	0.3684150548
874	0.3683822128
875	0.3683494971
876	0.3683172987
877	0.3682847148
878	0.368252129
879	0.3682198042
880	0.3681873051
881	0.3681546365
882	0.3681223109
883	0.368089987
884	0.36805766
885	0.3680253772
886	0.3679937883
887	0.3679228238
888	0.3678906686
889	0.3678583427
890	0.3678261064
891	0.3677936934
892	0.3677617138
893	0.3677293879
894	0.3676970206
895	0.3676647381
896	0.3674753413
897	0.3674430166
898	0.3674106923
899	0.367378498
900	0.3673463019
901	0.3673011488
902	0.3672688236
903	0.367236586
904	0.3672046928
905	0.3671725418
906	0.3671405638
907	0.3671083695
908	0.367076474
909	0.3670444088
910	0.3670123444
911	0.3669803235
912	0.3669484304
913	0.366916366
914	0.3668847347
915	0.3668526677
916	0.3668208611
917	0.3667892294
918	0.3667573366
919	0.3667254456
920	0.3666937276
921	0.3666619233
922	0.3666302015
923	0.3665983097
924	0.3665668512
925	0.3665351336
926	0.3665031993
927	0.3664715232
928	0.3662954076
929	0.366263429
930	0.366231798
931	0.3662002538
932	0.366168705
933	0.3661370741
934	0.3661054427
935	0.3660737232
936	0.366042351
937	0.3660108497
938	0.3659791753
939	0.3659475426
940	0.3659159979
941	0.3658845837
942	0.3658529518
943	0.3658217934
944	0.3657904677
945	0.3657587501
946	0.3657273775
947	0.3656958333
948	0.3656645049
949	0.3656330888
950	0.3656019343
951	0.3655704316
952	0.3655391904
953	0.3655081644
954	0.3654767079
955	0.3654464164
956	0.3654152595
957	0.3653841482
958	0.3653528598
959	0.3653218356
960	0.3652904666
961	0.3652433612
962	0.3652122932
963	0.3651811822
964	0.3651502399
965	0.3651193013
966	0.3650879736
967	0.3650568193
968	0.3650257946
969	0.364834197
970	0.3648029138
971	0.3647720598
972	0.3647410328
973	0.3647102654
974	0.3646793685
975	0.3646481718
976	0.3646173185
977	0.3645864258
978	0.3645554873
979	0.3645244598
980	0.3644939567
981	0.3644629301
982	0.3644320783
983	0.364401229
984	0.3643703325
985	0.3643393499
986	0.3643087604
987	0.3642777359
988	0.364247142
989	0.3642162888
990	0.3641857843
991	0.3641548907
992	0.364111252
993	0.364080315
994	0.3640500244
995	0.3640192597
996	0.3639885799
997	0.3639582025
998	0.3639276993
999	0.3638970647
